Gene ID	Control1	Control2	Control3	shRNA1	shRNA2	shRNA3	shRNA1_FC	shRNA2_FC	shRNA_3_FC																												
Cldn14	0.229454	0.405337	0.139558	0.23171	0.295703	0.309962	0.367671	0.372079	0.221931																												
Cldn15	0.0752792	0.0517405	0.0855017	0.0759544	0.0823025	0.0296846	0.0234797	0.109624	0																												
Cldn16	0	0	0	0	0	0	0	0	0																												
Cldn17	0	0	0	0	0	0	0	0.0736033	0.0475736																												
Cldn18	0.016166	0	0	0	0	0	0	0	0																												
Cldn19	0.0517814	0.181677	0.0971149	0.125185	0.178276	0.159517	0.393494	0.0906017	0.152109																												
Cldn2	0.0581897	0.225118	1.63665	0.0293214	0.0477038	0.103372	0.0817911	0.152666	0.213617																												
Cldn20	0	0.0890473	0	0.352346	0.0711844	0.101901	0.160899	0	0.0975485																												
Cldn22	0.102697	0.290686	0.0218411	0.181864	0.0421268	0.212012	0.191498	0.0671464	0.318357																												
Cldn23	0.276024	0.413924	0.342007	0.303818	0.411513	0.564008	0.258277	0.67967	0.33993																												
Cldn24	0	0.0442515	0.0365881	0.04377	0	0.0506402	0.0799611	0.0374494	0.0484759																												
Cldn25	25.6754	30.5231	28.38	25.8585	27.5697	29.2126	25.72	28.0447	26.5381																												
Cldn26	0.717437	0.422421	0.436329	1.3802	0.980644	0.969021	0.60662	0.38775	0.424027																												
Cldn3	0.0773074	0.0398171	0.197424	0.117178	0.158518	0.0456605	0.0722025	0.0674679	0.13081																												
Cldn4	0	0	0	0	0	0	0	0	0																												
Cldn5	15.2498	20.1132	20.9485	21.8019	25.6247	21.708	15.0439	17.8411	16.2893																												
Cldn6	0	0	0.0269068	0	0	0	0	0	0																												
Cldn7	0	0.0531756	0	0	0	0.0609448	0.0481665	0.045038	0																												
Cldn8	0	0	0.0328321	0	0	0.0228047	0.0180412	0	0																												
Cldn9	0	0.0341768	0.0564826	0	0.0272003	0.0784039	0	0.0579182	0																												
Cldnd2	0	0.0978749	0	0	0	0	0	0.0828122	0																												
Clec10a	0.174637	0.245137	0.135194	0.240728	0.429999	0.150142	0.178101	0.222068	0.107495																												
Clec11a	1.3696	1.89909	1.93121	1.28637	1.47152	1.11756	1.105	1.67143	1.7862																												
Clec12a	0	0.105938	0.15755	0.0828764	0.336901	0.0243165	0.0577091	0.161625	0.0231993																												
Clec12b	0	0	0	0	0	0.0368833	0	0	0																												
Clec14a	0.472224	0.527103	0.534037	0.76685	0.687282	0.696588	0.515097	0.607078	0.566214																												
Clec16a	12.2987	12.6869	12.4914	12.0557	11.4626	11.9299	11.5563	11.5822	12.1891																												
Clec18a	0.255815	0.237357	0.217909	0.180686	0.23074	0.211826	0.263286	0.201156	0.173268																												
Clec1a	0.217558	0.154315	0.289742	0.506966	0.434728	0.450945	0.254865	0.166492	0.215037																												
Clec1b	0	0	0	0.0946267	0.0383747	0.0663779	0	0	0																												
Clec2d	2.50955	4.04393	3.3419	3.64096	6.47399	3.87217	2.41883	4.55618	3.46978																												
Clec2e	0	0	0.0170967	0	0.0164511	0	0	0	0																												
Clec2f	0	0	0	0	0	0	0	0	0																												
Clec2g	0	0	0	0	0	0	0	0.0173655	0																												
Clec2h	0	0	0	0	0	0	0.00661181	0	0.0358846																												
Clec2i	0.0608629	0.0209223	0.0172862	0.061376	0.116436	0	0.0189958	0.0532003	0.103089																												
Clec2l	18.4454	20.3889	21.3885	17.4091	16.7776	18.5902	14.7633	17.0125	15.8937																												
Clec3a	0	0.015748	0	0	0	0	0	0	0																												
Clec3b	0.411795	0.900677	0.74441	0.781335	0.844601	0.485778	0.57589	0.628227	0.754318																												
Clec4a1	0.0608181	0.125362	0.129484	0.0920999	0.423933	0.107859	0.0284331	0.10623	0.137274																												
Clec4a2	0.255329	0.357404	0.279743	0.404522	0.381287	0.183521	0.187894	0.231195	0.22656																												
Clec4a3	0.484251	0.567008	0.63423	0.526892	1.18065	0.250045	0.83061	0.886294	0.756417																												
Clec4a4	0	0	0	0	0	0.0270666	0	0.0199997	0																												
Clec4b1	0	0	0	0	0.0338451	0	0.0765514	0.0716915	0																												
Clec4b2	0	0	0	0	0	0	0	0	0																												
Clec4d	0	0.0373677	0	0	0	0.0428562	0	0.0633211	0																												
Clec4e	0	0	0	0	0.161809	0	0	0.0784321	0.0202628																												
Clec4f	0	0	0	0	0	0	0	0	0																												
Clec4g	0	0	0.0337714	0	0	0	0	0	0																												
Clec4n	0.130336	0.0894787	0.110921	0.0878493	0.176002	0.205178	0.0810994	0.0379	0.193588																												
Clec5a	0.608563	0.461913	0.562358	0.587394	1.12009	0.819921	0.563212	0.81749	0.772521																												
Clec7a	0.220085	0.226974	0.340959	0.706152	2.16534	0.355224	0.50583	1.20676	0.722976																												
Clec9a	0.0607315	0	0.0647002	0.153387	0.161953	0.1798	0.0569043	0.120954	0.0857464																												
Clgn	3.01973	3.56799	2.99902	2.52077	3.01692	3.26651	2.54668	2.77947	3.13894																												
Clhc1	0.0768132	0	0.0980825	0.0388086	0.0315008	0.0907397	0.107615	0.067038	0.129975																												
Clic1	6.02617	6.29398	6.76555	7.86368	13.3568	8.32659	7.30065	9.32151	7.5675																												
Clic3	0.336968	0.623675	0.343707	0.0683199	0.165925	0.317469	0.313481	0.293355	0.303611																												
Clic4	18.0545	25.0022	20.1617	16.2702	19.7687	22.7232	17.3172	20.1698	19.0843																												
Clic5	1.80191	2.08083	1.9834	1.68064	2.00968	1.82932	1.32305	2.04856	1.56051																												
Clic6	0.318255	1.6176	4.6923	0.166255	0.212577	0.600446	0.685072	0.371187	1.05199																												
Clint1	17.7465	15.9943	15.6717	17.0271	17.0085	16.5848	17.0733	17.3252	17.6151																												
Clip1	23.5326	22.5763	22.4442	22.2403	22.2355	22.0189	22.3101	21.9139	23.9079																												
Clip2	21.7827	23.0185	24.3997	23.9092	23.2717	23.9089	21.0824	23.6652	21.7768																												
Clip3	95.4989	101.125	95.6001	96.9631	91.3949	96.9819	98.7598	102.217	92.295																												
Clip4	14.0912	14.4176	16.7433	15.1887	15.665	14.1779	13.9224	14.9538	15.8466																												
Clk1	45.5849	32.6568	32.296	38.4374	38.3447	32.8888	54.0275	44.6465	51.0874																												
Clk2	9.77244	8.3718	8.86234	9.91345	8.44936	7.67108	9.33541	9.28381	8.50073																												
Clk3	14.5447	13.7672	12.7884	11.9852	12.8316	12.4311	13.6396	13.3184	13.2717																												
Clk4	19.2767	14.6723	13.6044	15.272	15.7459	15.2133	20.8122	18.8983	19.3564																												
Clmn	8.87636	8.91088	8.00067	9.45175	8.77258	8.97133	8.9851	8.13339	8.50851																												
Clmp	5.14635	5.29326	5.50541	4.86362	4.61965	5.51572	6.55331	5.66219	6.43381																												
Cln3	3.00163	3.42853	3.68172	3.38736	3.18506	3.64439	3.60521	3.42743	3.48908																												
Cln5	6.46024	5.99486	5.86778	5.09502	6.81414	4.9743	5.87699	5.89051	6.37581																												
Cln6	2.90356	3.61721	3.86848	3.60768	3.49256	3.97288	3.07074	3.49139	2.86833																												
Cln8	3.95293	4.44088	4.15003	3.64179	4.05562	4.287	4.0676	4.22411	4.21629																												
Clnk	0.0298056	0.0614394	0.101535	0.210621	0.195537	0.0704835	0.139356	0.104127	0.134555																												
Clns1a	11.8203	12.3303	12.0124	12.7131	12.7843	13.1502	12.6945	11.7437	12.2609																												
Clock	12.4027	11.6881	11.7122	11.5122	11.38	10.9312	11.7507	11.2557	12.0278																												
Clp1	3.68466	2.98657	3.54999	3.4358	3.58394	3.81765	3.23362	3.21935	4.07347																												
Clpb	5.67967	5.66015	6.06291	5.52458	5.91749	5.91036	5.48103	5.65099	4.98627																												
Clpp	18.5417	20.8181	20.4993	19.1526	21.2251	24.8818	21.688	22.1171	19.2589																												
Clps	0	0	0	0	0	0	0	0	0																												
Clpsl2	0	0	0	0	0	0	0	0	0																												
Clptm1	25.6104	29.1482	30.0886	25.1239	25.4905	25.746	24.779	26.8038	26.8928																												
Clptm1l	35.6038	37.3306	38.7484	34.6864	36.3434	38.1005	35.6662	37.2493	37.2743																												
Clpx	10.7218	12.5191	12.8949	11.6174	11.0855	12.5896	10.3194	10.9397	11.1441																												
Clrn1	0.176832	0.273641	0.163273	0.0792624	0.12894	0.0872585	0.191564	0.247558	0.183094																												
Clrn2	0.164061	0.112553	0.0465142	0.44288	0.314081	0.12898	0.254819	0.142983	0.184905																												
Clrn3	0	0	0	0	0	0	0	0	0																												
Clspn	0.148735	0.252821	0.249881	0.220288	0.337068	0.311043	0.176408	0.317691	0.301515																												
Clstn1	168.168	195.731	194.507	165.081	166.853	164.719	159.868	184.315	168.926																												
Clstn2	22.3779	19.4657	18.0212	24.1844	22.4385	21.2527	23.3338	18.309	19.2072																												
Clstn3	61.3731	69.4908	67.0539	58.5758	58.137	60.5679	55.5631	70.568	58.3396																												
Clta	107.831	112.225	116.218	115.049	120.743	118.146	113.892	110.005	106.566																												
Cltb	55.0237	63.3002	57.9804	53.6688	53.9844	57.9947	53.5844	59.3818	52.2743																												
Cltc	89.1659	93.5079	91.003	87.5078	84.8513	84.1555	81.4329	87.9868	82.2717																												
Clu	387.569	410.468	434.209	416.125	471.231	436.916	407.99	455.327	430.052																												
Cluap1	12.7648	11.7217	12.4097	14.9786	13.1879	13.8325	12.9337	12.8043	13.4706																												
Cluh	14.2337	14.6902	14.8468	14.9017	13.7327	14.8461	14.0445	14.6104	14.4642																												
Clvs1	24.3421	22.6712	23.6839	22.5099	19.595	22.5511	23.7481	19.4082	19.6983																												
Clvs2	23.2802	19.6833	17.9423	22.3583	21.9932	24.1343	22.1941	19.9894	21.1637																												
Clybl	11.0858	13.4101	11.8879	12.3195	11.4225	12.4885	10.2053	11.7399	10.8583																												
Cma1	0	0	0	0	0	0	0	0.0407068	0																												
Cma2	0	0	0	0	0	0	0	0	0																												
Cmah	0.0138818	0.0214951	0.0335398	0.0139744	0.0298874	0.0164578	0.0171082	0.25713	0.0522961																												
Cmas	32.8487	36.6804	37.5854	33.4968	33.0715	34.1458	32.5427	34.4929	33.4557																												
Cmbl	3.93352	3.69945	4.37966	3.88095	4.22287	5.61583	3.39703	4.65796	3.72302																												
Cmc1	0	0	0	0	0	0	0	0	0																												
Cmc2	3.35779	5.24142	3.93484	3.29027	4.08973	3.69369	3.54234	3.80261	4.089																												
Cmip	60.1917	60.7899	63.6532	63.0797	59.5328	61.6835	60.5181	60.6075	56.5133																												
Cmklr1	0.929339	0.974932	1.12764	1.19072	1.79496	1.49218	1.18062	1.12945	1.04967																												
Cml1	5.88563	5.3852	6.67622	4.73357	4.60153	5.22277	4.76114	4.3858	4.59347																												
Cml2	0.223489	0.132757	0.225126	0.272975	0.144349	0.144387	0.184064	0.171773	0.183605																												
Cml3	1.15418	1.06397	1.20564	0.977547	1.12255	1.00159	0.918349	0.879623	0.936783																												
Cml5	1.24452	1.01406	1.36747	1.04953	1.02103	1.22338	0.676807	0.94928	1.16905																												
Cmpk1	29.7475	34.3063	32.5901	29.1419	30.5001	31.2237	28.1136	31.7471	29.712																												
Cmpk2	5.28847	7.64426	6.02988	5.23087	8.96827	12.1471	4.38067	5.12553	5.15419																												
Cmss1	5.78468	6.00093	5.71393	4.90867	5.2298	4.33773	4.8088	4.82584	4.90499																												
Cmtm1	0	0	0	0	0.0361226	0	0	0.0384139	0																												
Cmtm2a	0	0	0	0	0	0	0	0.060525	0																												
Cmtm2b	0	0	0	0	0	0	0	0	0																												
Cmtm3	2.33481	2.49675	3.20642	2.53359	4.47547	2.76083	2.48369	2.98248	3.03043																												
Cmtm4	16.2006	14.3043	16.6569	17.1846	15.6007	15.8799	14.8813	16.5267	13.9311																												
Cmtm5	28.4674	35.3988	35.4616	28.7714	31.1284	34.041	29.5272	32.5387	32.5408																												
Cmtm6	7.86329	8.56356	9.52325	9.15054	11.959	9.25117	9.10669	9.43627	9.13687																												
Cmtm7	1.04919	1.48558	1.45095	1.2818	2.79704	1.34193	0.979226	2.02118	1.33111																												
Cmtm8	0.804197	0.876655	1.08678	0.717725	1.00898	1.11659	0.397166	0.453795	0.746727																												
Cmtr1	20.4835	23.1294	21.1802	21.1285	21.3443	22.1739	19.9028	20.6595	19.7015																												
Cmtr2	1.58238	1.42861	1.69657	1.86834	1.74308	1.78661	1.6107	1.26516	1.75967																												
Cmya5	0.659339	0.762507	0.854167	0.757956	0.767789	0.674977	0.696544	0.763236	0.85516																												
Cnbd2	0.938064	0.82693	0.95448	1.18268	1.07892	1.21053	0.895154	1.10754	0.792276																												
Cnbp	101.107	105.673	105.326	103.56	108.169	112.58	103.252	103.624	101.517																												
Cndp1	0.0158465	0.0980804	0.202577	0.111805	0.0779474	0.0750583	0.0148465	0.0692835	0.0894908																												
Cndp2	14.9538	15.9766	15.5167	16.7796	17.9377	18.284	14.9283	16.3324	16.6896																												
Cnep1r1	15.4061	16.5633	15.9773	13.1888	14.9636	14.922	14.1301	15.0573	15.7012																												
Cnfn	0.118401	0	0	0	0	0	0.109397	0.102638	0																												
Cnga1	0	0	0	0	0	0	0	0.043044	0																												
Cnga2	0.0440691	0.0151545	0.0250401	0.0592172	0.0240852	0.0173969	0.0412947	0.0385394	0.0829634																												
Cnga3	0.024893	0.0128422	0	0.0250809	0.0306095	0	0.0116665	0.0217737	0.0140606																												
Cnga4	0.218949	0.207008	0.124384	0.27593	0.209425	0.280801	0.153798	0.271174	0.185448																												
Cngb1	0.048936	0.0865867	0.0565896	0.0492756	0.0515719	0.0414303	0.0590192	0.0795303	0.055299																												
Cngb3	0	0	0	0	0	0.0109942	0	0.00811755	0																												
Cnih1	38.1008	38.5677	38.057	34.7716	39.6838	39.4325	39.9297	37.5376	36.4823																												
Cnih2	252.925	258.972	329.832	238.838	276.441	271.568	265.74	244.594	270.423																												
Cnih3	25.0147	16.7092	22.1365	31.401	24.5156	27.6621	23.9067	20.3391	19.5136																												
Cnih4	11.6257	11.5315	10.0135	10.4271	11.4701	11.4669	10.9465	10.9409	11.2894																												
Cnksr1	0.0550476	0.037851	0.0312722	0	0.0300876	0.0217224	0.0343707	0.0481252	0.124332																												
Cnksr2	55.7042	51.7278	58.766	54.8287	54.8343	48.379	57.4976	54.8714	58.4924																												
Cnksr3	1.23356	1.1932	1.45672	1.13935	1.20084	1.29376	1.12006	1.20258	1.45157																												
Cnn1	0.185678	0.0239314	0.0790922	0.117065	0.114184	0.164773	0.173785	0.121696	0.0524083																												
Cnn2	2.95726	2.42813	3.47755	2.05985	3.11163	2.47645	2.6443	3.30386	2.93942																												
Cnn3	33.1641	31.6218	32.9185	32.8736	41.548	36.2059	30.8361	35.8781	32.8195																												
Cnnm1	23.5311	21.2962	22.6193	25.1266	23.7669	24.3514	24.9462	21.981	21.9193																												
Cnnm2	7.66484	7.61925	7.32529	7.36081	6.6113	7.07353	8.383	7.33344	7.66184																												
Cnnm3	4.34809	4.59416	4.68701	5.02755	4.67691	4.81511	4.37308	4.51227	4.39317																												
Cnnm4	2.84864	2.36361	2.48956	3.13356	2.94134	3.16629	3.34235	2.64677	2.99755																												
Cnot1	12.2159	11.1128	11.4004	12.1066	11.8991	11.5108	12.3401	12.2225	12.4382																												
Cnot10	14.6779	13.6742	13.5437	13.9325	13.4573	13.4802	14.5532	13.2287	15.0396																												
Cnot11	8.98501	8.44283	8.36528	7.60208	7.71163	8.59323	8.23561	8.19005	8.24336																												
Cnot2	19.7959	17.8563	18.8204	19.3401	20.1741	20.0956	20.7861	18.7798	19.4251																												
Cnot3	10.9057	8.64231	7.91524	10.0571	9.25613	9.49032	10.0296	8.77051	8.99152																												
Cnot4	10.8556	10.2703	10.3612	9.1897	10.1757	10.0274	10.5496	10.8556	11.1202																												
Cnot6	16.4609	12.2739	12.7838	16.0292	15.784	16.0596	17.3242	14.6593	15.3112																												
Cnot6l	8.55782	7.03248	7.46837	9.54902	8.5758	9.13599	8.76357	8.76714	8.63968																												
Cnot7	38.3537	38.2998	37.2417	36.7541	40.2262	39.8635	38.2174	37.9609	41.2739																												
Cnot8	19.6488	19.258	19.9761	20.4354	19.3921	22.2604	19.8521	20.3332	19.6827																												
Cnp	86.4437	131.619	105.33	85.3015	95.974	128.801	89.4715	124.838	112.465																												
Cnppd1	5.48063	6.38129	6.57259	6.35146	6.21512	6.80037	5.81077	6.64312	6.43097																												
Cnpy1	0	0	0	0	0	0	0	0	0																												
Cnpy2	22.6256	24.3697	26.2176	26.7324	28.3137	30.2895	23.9865	24.6475	23.9303																												
Cnpy3	26.7518	27.2544	26.9894	28.7135	28.2199	28.3572	26.1991	24.8898	24.8829																												
Cnpy4	6.10151	5.04824	4.9742	4.70362	4.70256	5.07987	5.53687	5.5823	4.72965																												
Cnr1	23.7168	29.8272	34.7125	27.2816	31.119	26.1711	26.4414	30.0982	28.631																												
Cnr2	0.0456518	0.0235531	0.107018	0.0804847	0.26196	0.0540842	0.0534964	0.159739	0.257876																												
Cnrip1	30.3701	28.7256	31.0619	35.1136	33.0473	36.3062	31.7679	31.7193	31.7337																												
Cnst	9.19092	8.24331	8.54927	9.39312	8.58317	9.2485	9.22294	8.91686	8.13359																												
Cntd1	0	0	0	0	0	0	0	0	0																												
Cntf	0	0	0	0	0	0	0	0	0																												
Cntfr	27.0954	29.2345	26.1888	22.8642	24.477	25.6723	22.7045	26.2892	23.4416																												
Cntln	2.19325	2.41778	2.37264	2.44618	2.37771	2.48755	2.17508	2.56578	2.41613																												
Cntn1	73.4683	73.3502	72.5003	79.2984	70.5054	73.9751	73.6146	74.633	72.7244																												
Cntn2	9.88074	13.4097	10.8512	8.13274	9.30653	10.063	8.8079	10.9965	10.71																												
Cntn3	3.35078	3.70952	3.50835	3.85664	3.54514	3.10513	3.33158	4.10028	3.11245																												
Cntn4	5.0928	7.14178	5.30066	4.35454	4.62858	4.32088	4.1716	6.79286	5.01659																												
Cntn5	0.965407	0.625295	0.313311	0.938506	0.653071	0.80314	0.953251	0.700831	0.719985																												
Cntn6	1.59381	2.21814	1.25325	1.3942	1.28628	1.17086	0.972803	2.12897	0.795574																												
Cntnap1	31.8854	32.6568	25.3733	30.2891	27.3396	29.1655	30.0192	31.1013	29.4851																												
Cntnap2	15.0257	18.0493	21.0321	15.6849	16.6288	15.5999	14.9943	17.6413	18.2294																												
Cntnap3	0.466004	0.619651	0.565378	0.532522	0.639092	0.509746	0.394991	0.784101	0.658175																												
Cntnap4	3.46351	4.82774	3.85783	3.8145	3.21514	3.19816	3.18895	4.38424	3.16123																												
Cntnap5a	5.60007	4.57177	3.93982	6.88019	5.58618	4.78276	6.40438	5.24806	5.55178																												
Cntnap5b	3.99732	3.50221	3.07808	3.67741	3.62517	3.61333	3.30617	3.06971	3.22416																												
Cntnap5c	4.19107	3.81449	4.54488	2.87891	3.38034	2.50927	3.5288	4.58039	5.05861																												
Cntrob	2.2616	2.08077	2.31729	2.23345	2.21923	2.29664	2.38137	2.25131	2.08937																												
Coa3	53.4376	66.1338	61.1893	59.0275	61.155	60.2224	51.8752	57.5963	52.3926																												
Coa4	2.74403	2.95343	2.87537	2.2633	3.14203	3.68386	2.19764	2.27846	2.01281																												
Coa5	24.1025	25.0233	26.4094	24.9482	26.3969	24.095	24.3865	24.367	25.6718																												
Coa6	15.2336	14.1895	17.565	14.5797	14.7921	15.2382	14.4963	13.6307	14.1735																												
Coa7	3.4567	3.54983	3.64934	4.20592	3.98271	3.85367	3.67635	3.8533	3.76361																												
Coasy	5.64936	6.68974	6.82372	5.96469	6.73709	7.52052	5.59337	6.95069	5.5849																												
Cobl	2.68868	4.02923	2.07368	2.10271	1.7845	1.81457	1.43167	2.86721	1.46961																												
Cobll1	1.97337	2.54272	2.31574	2.07018	1.89097	2.25031	2.09331	2.4442	1.86413																												
Coch	1.2932	1.69077	1.93009	1.08344	1.43357	1.14247	1.1598	0.748419	0.761077																												
Cog1	10.8035	11.1204	10.7869	11.28	9.92044	11.1383	10.931	10.5638	10.9201																												
Cog2	6.97767	6.84582	6.06172	7.26507	5.97424	6.50477	6.67863	6.20562	6.52721																												
Cog3	7.74211	7.14207	7.17591	7.64177	6.95978	7.04301	7.67797	7.35501	7.50259																												
Cog4	14.1873	13.2386	14.8009	13.9554	13.5563	14.1537	13.3523	13.2467	13.611																												
Cog5	10.8159	10.7331	11.6095	10.3211	10.1872	9.49579	10.2413	10.8849	10.9335																												
Cog6	15.0607	13.482	15.5257	13.8976	15.0223	14.914	14.7142	15.5818	13.8962																												
Cog7	12.8234	12.684	14.4485	13.7853	12.9947	13.9812	12.7711	12.6119	13.8001																												
Cog8	7.60892	7.89116	8.28451	7.56441	7.68664	7.63694	7.16375	7.67906	7.60657																												
Coil	6.26004	6.49276	6.6463	6.7291	6.70596	5.81469	7.4027	6.47122	6.23018																												
Col10a1	0.0142324	0.0293663	0.0363916	0	0.0350027	0.0168561	0	0.024894	0.0482295																												
Col11a1	1.93107	2.07276	2.06077	1.59535	1.54883	1.20775	2.28406	2.41064	2.82493																												
Col11a2	4.97248	4.78034	4.47069	5.68598	5.09166	4.99825	5.32497	4.96112	5.54879																												
Col12a1	0.185804	0.349782	0.139809	0.286036	0.217981	0.215986	0.246171	0.235993	0.226473																												
Col13a1	0.16977	0.350267	0.18415	0.217774	0.417537	0.201041	0.216907	0.188946	0.226619																												
Col14a1	0.0804534	0.173002	0.154347	0.148517	0.104413	0.0556278	0.106918	0.176017	0.113645																												
Col15a1	0.506907	0.379714	0.439153	0.469324	0.603157	0.455404	0.529097	0.593785	0.471159																												
Col16a1	1.116	1.00079	1.24726	1.64168	1.68566	1.13929	1.41906	1.57996	1.30824																												
Col17a1	0	0.00826309	0.0409566	0	0	0.0189771	0.00750914	0.0070057	0.0090468																												
Col18a1	0.345508	0.552693	0.700933	0.704549	0.842557	0.419684	0.503257	0.665086	0.53025																												
Col19a1	1.927	2.34249	2.30405	1.94382	1.78557	1.43817	2.0139	2.10932	2.07704																												
Col1a1	0.976337	1.07474	0.927491	0.889711	1.3491	0.99166	0.845794	0.903038	0.872011																												
Col1a2	1.43068	1.64253	1.38576	1.492	2.22748	1.25405	1.71491	1.48887	1.20526																												
Col20a1	0.901068	0.508161	0.357278	0.907673	0.644156	0.720016	0.756418	0.659964	0.556368																												
Col22a1	0.346177	0.189589	0.30721	0.36281	0.318498	0.293079	0.284962	0.216385	0.247486																												
Col23a1	0.459639	0.592991	0.372298	0.447435	0.426993	0.372251	0.366451	0.335173	0.259693																												
Col24a1	0.0302047	0.0623549	0.0360569	0.0304111	0.0445635	0.0214826	0.0170021	0.0634426	0.0136536																												
Col25a1	8.13382	7.36124	9.38281	10.3796	9.73339	8.52534	9.6209	8.48452	9.38981																												
Col26a1	0.365708	0.600147	0.424995	0.335128	0.354332	0.295239	0.264732	0.276162	0.41304																												
Col27a1	0.72172	0.529635	0.716374	0.647145	0.651638	0.588195	0.650677	0.814239	0.923949																												
Col28a1	0.0311148	0.149838	0.0618918	0.0522375	0.076517	0.0860209	0.0388977	0.0544414	0.0703079																												
Col2a1	0.141546	0.192598	0.128218	0.151468	0.101523	0.157253	0.124445	0.116107	0.189922																												
Col3a1	0.218518	0.322186	0.286118	0.400814	0.658892	0.175737	0.322073	0.361938	0.220465																												
Col4a1	6.0408	5.50715	6.03889	5.82596	6.30839	5.39927	5.64236	6.32669	6.90024																												
Col4a2	7.44795	6.10414	7.24541	7.54006	7.08096	6.59514	7.54212	7.33628	8.26445																												
Col4a3	0.0747993	0.0360328	0.119062	0.0552212	0.036785	0.023647	0.0421104	0.0130937	0.0450851																												
Col4a3bp	18.5043	20.4736	18.4116	18.2729	18.0175	17.7117	18.0837	21.3051	19.3609																												
Col4a4	0.0606089	0.0966881	0.169139	0.0943029	0.0632265	0.0914445	0.0413564	0.0337564	0.0747222																												
Col4a5	0.665881	0.43118	0.664285	0.719193	0.937289	0.520922	0.64339	0.635176	0.677229																												
Col4a6	0.123449	0.107302	0.15512	0.157009	0.207699	0.177134	0.140188	0.193326	0.198243																												
Col5a1	0.506096	0.44327	0.453355	0.9521	0.490239	0.533316	0.757858	0.532444	0.525743																												
Col5a2	0.463672	0.370738	0.668204	0.894279	0.754759	0.472195	0.499296	0.600093	0.420656																												
Col5a3	0.206336	0.212967	0.291193	0.236429	0.326593	0.177096	0.233592	0.217921	0.217084																												
Col6a1	1.30563	1.30158	1.38653	1.42675	1.18819	1.04871	1.27591	1.15184	1.16255																												
Col6a2	0.698185	0.952402	0.685936	0.763019	0.630543	0.476639	0.709952	0.662485	0.521381																												
Col6a3	0.0618138	0.147253	0.227062	0.200994	0.163653	0.0845579	0.107035	0.153988	0.112884																												
Col6a4	1.38955	1.48811	0.483817	0.0466336	0.0711843	0.439254	0.130367	0.430711	0.667392																												
Col6a5	0.0230526	0.00951884	0.0825633	0.0139239	0.0302315	0.0163983	0.0216313	0.0282485	0.0208428																												
Col6a6	0	0.0188118	0.0284612	0.0428156	0.0348558	0	0.0313479	0.0318999	0.0251466																												
Col7a1	0.307633	0.288698	0.194761	0.380071	0.259787	0.209989	0.214311	0.232546	0.231786																												
Col8a1	0.136355	0.386991	1.40229	0.0944105	0.0977985	0.111094	0.199811	0.126765	0.18296																												
Col8a2	0.101195	0.417711	1.06974	0.0815465	0.0746572	0.119904	0.161303	0.123946	0.114334																												
Col9a1	0.0863585	0.118791	0.122674	0.0870294	0.0471975	0.102277	0.0809251	0.0755244	0.0325158																												
Col9a2	0.91605	1.01243	0.599453	0.725503	0.858289	0.54234	0.812208	0.986935	0.609689																												
Col9a3	3.29083	4.10943	6.42783	3.61843	3.49821	3.85958	3.95359	4.06175	3.89477																												
Colec10	0	0	0	0	0.0234415	0.0225907	0	0	0.0215407																												
Colec11	0.243699	0.071741	0.326056	0.281315	0.314074	0.452559	0.162662	0.0911792	0.314243																												
Colec12	1.38986	1.69593	1.93646	1.80449	2.15824	1.53939	1.66582	1.61301	1.93234																												
Colgalt2	1.64716	1.56551	1.6351	1.96496	1.73221	1.55352	1.463	1.69692	1.46916																												
Colq	0.0316214	0.0652396	0.0673736	0.127489	0.142581	0.0748892	0.0888784	0.055302	0.0357156																												
Commd1	25.7685	25.5581	26.6313	26.7135	28.2314	29.0435	24.1007	23.0636	22.2478																												
Commd10	12.3351	12.7758	16.2392	14.462	14.6337	14.3303	14.1948	13.1784	13.4372																												
Commd2	3.6758	3.67522	3.3644	3.67422	3.6446	3.6469	3.93925	3.90751	3.64036																												
Commd3	42.5306	44.3049	44.9789	42.4741	44.4293	49.7073	44.1019	41.0465	43.6929																												
Commd4	26.3403	25.9225	25.8901	23.6738	22.1474	27.8991	25.6588	24.4315	23.4297																												
Commd5	7.35827	9.73026	8.65062	8.27314	9.93548	9.82596	7.6706	8.90953	8.87081																												
Commd6	24.8779	22.4908	26.0384	26.3167	27.4117	28.7319	23.9605	23.962	25.0674																												
Commd7	6.07869	5.52013	6.48965	6.6403	7.127	6.57491	6.48892	6.28372	6.35148																												
Commd8	11.713	11.0956	12.3491	13.3093	13.7739	12.5566	12.5006	11.5982	11.6861																												
Commd9	10.4717	10.2648	9.98631	10.6281	9.8658	9.68378	9.18676	11.191	8.3479																												
Comp	0.0560502	0.0385396	0.0477619	0.0376751	0.0919074	0.0442345	0.104985	0.147001	0.0632973																												
Comt	24.4273	27.0176	24.1517	29.3507	28.5316	24.6433	24.8629	23.904	22.721																												
Comtd1	0	0	0	0	0	0	0	0	0																												
Copa	35.5399	36.0906	36.1988	37.4608	36.384	38.1113	34.4276	37.0783	34.6817																												
Copb1	21.8454	20.7282	21.4399	20.9464	21.8831	22.3213	21.2018	21.6367	21.9839																												
Copb2	29.4381	29.3335	30.3832	30.6801	31.5267	32.5451	29.9209	30.6752	30.5519																												
Cope	39.5059	46.7738	45.8302	41.5039	42.1001	44.5336	41.0961	45.6444	41.3893																												
